code,name,type,typeName,address,phone,likeCount,mainMenu,price
8352,우동.짜장,2,중식,서울특별시 구로구 구로동로 126-16 (구로동),02-837-9705,3,자장면,3000
8352,우동.짜장,2,중식,서울특별시 구로구 구로동로 126-16 (구로동),02-837-9705,3,짬뽕,5000
8356,일억조분식,1,한식,서울특별시 구로구 가마산로26길 11 (구로동),02-869-8454,3,조리라면,2000
8356,일억조분식,1,한식,서울특별시 구로구 가마산로26길 11 (구로동),02-869-8454,3,냉면(물),3500
8357,미진분식,1,한식,서울특별시 구로구 구로중앙로8길 27 (구로동),02-3281-9409,3,김밥,1300
8357,미진분식,1,한식,서울특별시 구로구 구로중앙로8길 27 (구로동),02-3281-9409,3,조리라면,2500
8357,미진분식,1,한식,서울특별시 구로구 구로중앙로8길 27 (구로동),02-3281-9409,3,냉면,4000
8373,송백식당,1,한식,서울특별시 영등포구 당산로38길 15 (당산동4가),02-2632-5080,3,된장찌개,6000
8373,송백식당,1,한식,서울특별시 영등포구 당산로38길 15 (당산동4가),02-2632-5080,3,김치찌개,6000
8378,코너집,1,한식,서울특별시 중구 퇴계로 336 (광희동1가),02-2279-6266,3,순두부찌개 ,6000
8378,코너집,1,한식,서울특별시 중구 퇴계로 336 (광희동1가),02-2279-6266,3,된장찌개,6000
8380,소달구지,1,한식,서울특별시 중구 퇴계로4길 28 (회현동1가),02-755-1585,3,된장찌개,6000
8380,소달구지,1,한식,서울특별시 중구 퇴계로4길 28 (회현동1가),02-755-1585,3,청국장,6000
8383,다동분식,1,한식,서울특별시 중구 남대문로9길 16 (다동),02-755-7414,3,김치찌개,6000
8383,다동분식,1,한식,서울특별시 중구 남대문로9길 16 (다동),02-755-7414,3,된장찌개,6000
8384,황소마을,1,한식,서울특별시 용산구 이태원로26길 8 (이태원동),794-6373,3,비빔밥,6000
8384,황소마을,1,한식,서울특별시 용산구 이태원로26길 8 (이태원동),794-6373,3,된장찌개,6000
8384,황소마을,1,한식,서울특별시 용산구 이태원로26길 8 (이태원동),794-6373,3,뚝배기불고기,7000
8389,오케이식당,1,한식,서울특별시 동대문구 장한로18길 36 (장안동),2213-3671,3,칼국수,4000
8390,금복식당,1,한식,서울특별시 동대문구 안암로20길 16 (제기동),923-7844,3,칼국수,4000
8390,금복식당,1,한식,서울특별시 동대문구 안암로20길 16 (제기동),923-7844,3,김치찌개,4000
8393,모아분식,1,한식,서울특별시 강동구 천호대로191길 6 (길동),02-484-7785,3,모아김밥,3500
8393,모아분식,1,한식,서울특별시 강동구 천호대로191길 6 (길동),02-484-7785,3,꼬마김밥,4000
8399,바보네집,1,한식,서울특별시 강남구 논현로120길 14 (논현동),02-544-8870,3,부대찌개,7000
8399,바보네집,1,한식,서울특별시 강남구 논현로120길 14 (논현동),02-544-8870,3,돈까스,7000
8399,바보네집,1,한식,서울특별시 강남구 논현로120길 14 (논현동),02-544-8870,3,제육볶음,7000
8403,청송숯불화로구이,1,한식,서울특별시 강남구 언주로114길 17 (논현동),02-549-3739,3,돼지갈비(300g),20000
8410,영동원삼겹살,1,한식,서울특별시 강남구 강남대로 520 (논현동),02-541-5090,3,삼겹살(150g),6500
8410,영동원삼겹살,1,한식,서울특별시 강남구 강남대로 520 (논현동),02-541-5090,3,생오겹살(150g),7900
8413,항아리 숯불갈비,1,한식,서울특별시 강남구 언주로134길 11-1 (논현동),02-517-2260,3,왕돼지갈비(300g),13000
8413,항아리 숯불갈비,1,한식,서울특별시 강남구 언주로134길 11-1 (논현동),02-517-2260,3,부대찌개,7000
8413,항아리 숯불갈비,1,한식,서울특별시 강남구 언주로134길 11-1 (논현동),02-517-2260,3,생삼겹살(180g),13000
8414,지리산,1,한식,서울특별시 강남구 학동로43길 7 지상1층 (논현동),02-546-3127,3,돌솥제육,7000
8414,지리산,1,한식,서울특별시 강남구 학동로43길 7 지상1층 (논현동),02-546-3127,3,돌솥오징어,7000
8414,지리산,1,한식,서울특별시 강남구 학동로43길 7 지상1층 (논현동),02-546-3127,3,닭곰탕,7000
8415,청계산갈비살,1,한식,서울특별시 강남구 학동로45길 7 지하1층 (논현동),02-543-2198,3,갈비살 (150g),17000
8415,청계산갈비살,1,한식,서울특별시 강남구 학동로45길 7 지하1층 (논현동),02-543-2198,3,돼지갈비(250g),15000
8417,해남식당,1,한식,서울특별시 강남구 학동로101길 26 청담삼익상가 지하1층 4호(청담동),02-543-9660,3,된장찌개,7000
8417,해남식당,1,한식,서울특별시 강남구 학동로101길 26 청담삼익상가 지하1층 4호(청담동),02-543-9660,3,돌솥비빔밥,7000
8417,해남식당,1,한식,서울특별시 강남구 학동로101길 26 청담삼익상가 지하1층 4호(청담동),02-543-9660,3,청국장,7000
8419,청숫골보리밥쌈밥,1,한식,서울특별시 강남구 삼성로 706 지하1층(청담동),02-3443-4402,3,삼겹살(200g),12000
8419,청숫골보리밥쌈밥,1,한식,서울특별시 강남구 삼성로 706 지하1층(청담동),02-3443-4402,3,청국장,8000
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,생오겹살(180g),14500
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,생삼겹살(180g),14500
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,낙지돌솥밥,7000
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101호,02-548-0171,3,오겹살,14000
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101호,02-548-0171,3,비빔밥,6000
8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101호,02-548-0171,3,청국장,7000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 지상1층 (삼성동),02-511-3061,3,동태탕,8000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 지상1층 (삼성동),02-511-3061,3,순두부,7000
8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 지상1층 (삼성동),02-511-3061,3,김치찌개,7000
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,제육볶음,6000
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,김치찌개,6000
8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,3,청국장,6000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 남서울상가지하 11호(대치동),02-562-0276,3,비빔밥,5000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 남서울상가지하 11호(대치동),02-562-0276,3,김치찌개,5000
8452,한보식당,1,한식,서울특별시 강남구 남부순환로 2921 남서울상가지하 11호(대치동),02-562-0276,3,된장찌개,5000
8453,제일식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-568-9367,3,비빔밥,5000
8453,제일식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-568-9367,3,김치찌개,5000
8453,제일식당,1,한식,서울특별시 강남구 남부순환로 2921 (대치동),02-568-9367,3,된장찌개,5000
8455,여신김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 선릉로90길 70 인텔빌딩 지상1층(대치동),02-501-0925,3,김치돌솥밥,7000
8455,여신김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 선릉로90길 70 인텔빌딩 지상1층(대치동),02-501-0925,3,오뎅정식,7000
8455,여신김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 선릉로90길 70 인텔빌딩 지상1층(대치동),02-501-0925,3,우동정식,7000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,요일백반,6000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,된장지개,5000
8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,3,미역국,5000
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,매운갈비찜,11000
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,돼지왕갈비(250g),10900
8459,오복냉면,1,한식,서울특별시 강남구 선릉로76길 21 (대치동),02-501-6288,3,냉면,7000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,선짓국,5000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,소고기김치찌개,5000
8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421 (대치동),02-445-8742,3,된장찌개,5000
8461,왕가네왕만두,1,한식,서울특별시 강남구 역삼로 420 지상1층(대치동),02-555-0208,3,김치볶음밥,6000
8461,왕가네왕만두,1,한식,서울특별시 강남구 역삼로 420 지상1층(대치동),02-555-0208,3,고기왕만두,4500
8461,왕가네왕만두,1,한식,서울특별시 강남구 역삼로 420 지상1층(대치동),02-555-0208,3,제육덮밥,6000
8462,해피타임,1,한식,서울특별시 강남구 삼성로71길 34 (대치동),02-567-5714,3,김치찌개,6000
8462,해피타임,1,한식,서울특별시 강남구 삼성로71길 34 (대치동),02-567-5714,3,된장찌개,6000
8462,해피타임,1,한식,서울특별시 강남구 삼성로71길 34 (대치동),02-567-5714,3,순두부찌개,6000
8467,대치동영지,1,한식,서울특별시 강남구 삼성로 212 지상1층(대치동 은마아파트),02-565-1114,3,닭곰탕,7500
8467,대치동영지,1,한식,서울특별시 강남구 삼성로 212 지상1층(대치동 은마아파트),02-565-1114,3,비빔밥,7000
8469,미러칼국수,1,한식,서울특별시 강남구 삼성로 212 지하층 32호(대치동 은마아파트),02-501-8748,3,손수제비,7000
8469,미러칼국수,1,한식,서울특별시 강남구 삼성로 212 지하층 32호(대치동 은마아파트),02-501-8748,3,손칼국수,7000
8477,사천옥,1,한식,서울특별시 강남구 선릉로86길 16 (대치동),02-539-1075,3,가정식백반,6500
8477,사천옥,1,한식,서울특별시 강남구 선릉로86길 16 (대치동),02-539-1075,3,삼겹살(200g),13000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 지상1층 122호(대치동),02-564-6254,3,차돌된장찌개,6000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 지상1층 122호(대치동),02-564-6254,3,국수,5000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 지상1층 122호(대치동),02-564-6254,3,맛있는비빔밥,6000
8483,수미정,1,한식,서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하1층 114호 (역삼동),02-2050-0099,3,비빔밥,6500
8483,수미정,1,한식,서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하1층 114호 (역삼동),02-2050-0099,3,순두부찌개,6500
8483,수미정,1,한식,서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하1층 114호 (역삼동),02-2050-0099,3,된장찌개,6500
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,김치찌개,6500
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,돌솥비빔밥,6500
8484,고등어식당,1,한식,서울특별시 강남구 강남대로84길 33 (역삼동),02-2050-0095,3,묵은지고등어조림,7500
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,양념돼지왕갈비(250g),15000
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,생삼겹살(180g),14000
8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,3,생갈매기살(160g),14000
8507,우리생고기,1,한식,서울특별시 강남구 개포로82길 13-17 2층 2호(개포2동),02-577-7740,3,생목살(200g),15000
8507,우리생고기,1,한식,서울특별시 강남구 개포로82길 13-17 2층 2호(개포2동),02-577-7740,3,생목살(200g),15000
8507,우리생고기,1,한식,서울특별시 강남구 개포로82길 13-17 2층 2호(개포2동),02-577-7740,3,청국장,6000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,감치찌개,6000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,묵은지돼지찜,7000
8508,장독묵은지,1,한식,서울특별시 강남구 삼성로 38 (개포동),02-445-1444,3,묵은지삼겹살(200g),12000
8512,숙아채 콩나물국밥(개포),1,한식,서울특별시 강남구 개포로20길 17 (개포동),02-571-4441,2,녹두전,7000
8512,숙아채 콩나물국밥(개포),1,한식,서울특별시 강남구 개포로20길 17 (개포동),02-571-4441,2,콩나물국밥,5000
8512,숙아채 콩나물국밥(개포),1,한식,서울특별시 강남구 개포로20길 17 (개포동),02-571-4441,2,콩나물비빔밥,5000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,바지락칼국수,6000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,된장찌개,6000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,김치찌개,6000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,순두부,6000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,된장찌개,6000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,김치찌개,6000
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,목심김치찌개,6000
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,오늘의메뉴,5000
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,오늘의메뉴,5000
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,아구탕지리,6000
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,대구탕지리,6000
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,해물된장비빔밥,6000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,순두부찌개,7000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,오리로스(400g 반마리),23000
8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,3,된장찌개,7000
8532,찌개와,1,한식,서울특별시 강남구 광평로 280 (수서동),02-3413-0709,3,해물순두부,6000
8532,찌개와,1,한식,서울특별시 강남구 광평로 280 (수서동),02-3413-0709,3,김치찌개,6000
8532,찌개와,1,한식,서울특별시 강남구 광평로 280 (수서동),02-3413-0709,3,해물된장찌개,6000
8541,밥도둑구이전문,1,한식,서울특별시 양천구 목동중앙북로7가길 53 (목동),2646-2131,4,김치찌개 ,4500
8541,밥도둑구이전문,1,한식,서울특별시 양천구 목동중앙북로7가길 53 (목동),2646-2131,4,된장찌개,4000
8542,조은식당,1,한식,서울특별시 양천구 목동동로 339 (목동 목동트윈빌),2655-2527,4,김치찌개,6000
8542,조은식당,1,한식,서울특별시 양천구 목동동로 339 (목동 목동트윈빌),2655-2527,4,조기매운탕,7000
8542,조은식당,1,한식,서울특별시 양천구 목동동로 339 (목동 목동트윈빌),2655-2527,4,고등어조림,6000
8543,대박집,1,한식,서울특별시 양천구 등촌로 46 (목동),2653-9285,4,대박삼겹살,2900
8543,대박집,1,한식,서울특별시 양천구 등촌로 46 (목동),2653-9285,4,된장찌개,4000
8543,대박집,1,한식,서울특별시 양천구 등촌로 46 (목동),2653-9285,4,냉면,3000
8548,소문장,2,중식,서울특별시 양천구 목동중앙북로4길 20 (목동),2644-3067,4,짬뽕,4000
8548,소문장,2,중식,서울특별시 양천구 목동중앙북로4길 20 (목동),2644-3067,4,짜장면,3000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,제육덮밥,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,육개장,6000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,동태찌개,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,된장찌개,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,부대찌개,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,설렁탕,6000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,김치찌개,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,소내장탕,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,청국장,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,순두부찌개,5000
8550,만미정 식당,1,한식,서울특별시 강북구 솔매로43길 96 (미아동),983-8884,3,조기백반,5000
8553,콩아리(전주콩나물국밥),1,한식,서울특별시 강북구 월계로 43-1 (미아동),985-5588,4,콩나물국밥,5000
8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로10길 57 (제기동),960-1717,3,생선구이,5000
8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로10길 57 (제기동),960-1717,3,매운갈비찜,10000
8565,홍콩반점,2,중식,서울특별시 양천구 곰달래로 9-1 (신월동),2605-1471,4,짬뽕,3000
8565,홍콩반점,2,중식,서울특별시 양천구 곰달래로 9-1 (신월동),2605-1471,4,우동,3000
8565,홍콩반점,2,중식,서울특별시 양천구 곰달래로 9-1 (신월동),2605-1471,4,짜장면,2000
8570,북경반점,2,중식,서울특별시 양천구 지양로13길 2 (신월동),2699-7788,4,짜장면,3000
8570,북경반점,2,중식,서울특별시 양천구 지양로13길 2 (신월동),2699-7788,4,짬뽕,4000
8571,조아루,2,중식,서울특별시 중구 퇴계로 114-2 (회현동3가),02-779-7897,3,짜장면,5500
8571,조아루,2,중식,서울특별시 중구 퇴계로 114-2 (회현동3가),02-779-7897,3,짬뽕,6500
8573,씨씨존치킨,4,기타외식업(다방패스트푸드등),서울특별시 성동구 무수막길 85 (금호동2가),02-2235-7792,3,치킨,8000
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,짬뽕,5000
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,자장면,3500
8575,용짜장,2,중식,서울특별시 성동구 아차산로7길 28 (성수동2가),02-3409-5679,3,탕수육,10000
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,짜장면,4500
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,짬뽕,5500
8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,3,볶음밥,5500
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 지하층 124호 (역삼동),02-2183-0714,2,돈까스,6500
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 지하층 124호 (역삼동),02-2183-0714,2,가쓰오우동,5500
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 지하층 124호 (역삼동),02-2183-0714,2,카레덮밥,6000
8606,영자씨우동김밥,1,한식,서울특별시 중구 마른내로 15-1 (저동2가),02-2272-9791,3,라면,4000
8606,영자씨우동김밥,1,한식,서울특별시 중구 마른내로 15-1 (저동2가),02-2272-9791,3,야채김밥,2500
8606,영자씨우동김밥,1,한식,서울특별시 중구 마른내로 15-1 (저동2가),02-2272-9791,3,물만두,3000
8613,한우식당,1,한식,서울특별시 구로구 경인로33길 61-3 (개봉동),02-2612-5157,3,냉면(물),5000
8613,한우식당,1,한식,서울특별시 구로구 경인로33길 61-3 (개봉동),02-2612-5157,3,돼지갈비(국200g),11000
8613,한우식당,1,한식,서울특별시 구로구 경인로33길 61-3 (개봉동),02-2612-5157,3,생삼겹(250g),11000
8615,송주불냉면,1,한식,서울특별시 강서구 방화동로 49  (방화동) ,02-2662-5509,3,칼국수,4000
8615,송주불냉면,1,한식,서울특별시 강서구 방화동로 49  (방화동) ,02-2662-5509,3,냉면,4000
8616,메밀이랑 면이랑,1,한식,서울특별시 강서구 강서로 263-17 (내발산동),02-2691-8585,4,냉면,6000
8616,메밀이랑 면이랑,1,한식,서울특별시 강서구 강서로 263-17 (내발산동),02-2691-8585,4,자장면,5000
8616,메밀이랑 면이랑,1,한식,서울특별시 강서구 강서로 263-17 (내발산동),02-2691-8585,4,짬뽕,6000
8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223 (마천동),430-9757,3,돼지갈비(국내산/250g),12000
8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223 (마천동),430-9757,3,물냉면,5000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,짬뽕,5000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,탕수육(중),15000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,자장면,4000
8633,돌마리유황오리,1,한식,서울특별시 송파구 가락로 66 (석촌동),423-6231,155,삼겹살(국내산/200g),11000
8633,돌마리유황오리,1,한식,서울특별시 송파구 가락로 66 (석촌동),423-6231,155,물냉면,5000
8638,마포숯불갈비,1,한식,서울특별시 송파구 풍성로5길 6 (풍납동),470-2559,2,돼지갈비(캐나다산/320g),11000
8638,마포숯불갈비,1,한식,서울특별시 송파구 풍성로5길 6 (풍납동),470-2559,2,물냉면,5000
8641,낭주골,1,한식,서울특별시 영등포구 영등포로190 (영등포동),02-2633-7460,2,김치찌개,5000
8644,정원고기마을,1,한식,서울특별시 영등포구 가마산로 455 (신길동) 2층,02-836-8878,3,갈비탕,6000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,김치찌개,5000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,생삼겹살(200g),12000
8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,3,된장찌개,5000
8647,미각,1,한식,서울특별시 영등포구 가마산로90길 4 (신길동),02-822-5822,3,된장찌개,6000
8649,연경궁,2,중식,서울특별시 영등포구 국회대로30길 14 (당산동3가),02-2679-3569,3,자장면,4500
8652,선유일식,3,경양식일식,서울특별시 영등포구 영신로 17길3 (영등포본동),02-847-5888,4,생선초밥,10000
8661,우성숯불갈비,1,한식,서울특별시 송파구 백제고분로17길 56 (잠실동),416-9600,3,물냉면,4000
8661,우성숯불갈비,1,한식,서울특별시 송파구 백제고분로17길 56 (잠실동),416-9600,3,돼지갈비(국내산/250g),11000
8672,또순이네,1,한식,서울특별시 종로구 사직로 130 (적선동) 적선현대빌딩 지하1층,730-6980,3,된장찌개 백반,6000
8672,또순이네,1,한식,서울특별시 종로구 사직로 130 (적선동) 적선현대빌딩 지하1층,730-6980,3,김치찌개 백반,6000
8675,김밥천국,1,한식,서울특별시 구로구 구로동로 119-2 (구로동),02-862-6625,3,김치찌개,4000
8675,김밥천국,1,한식,서울특별시 구로구 구로동로 119-2 (구로동),02-862-6625,3,된장찌개,4000
8675,김밥천국,1,한식,서울특별시 구로구 구로동로 119-2 (구로동),02-862-6625,3,냉면,4500
8678,국수회관,1,한식,서울특별시 관악구 신림로 277 (신림동) 우창빌딩,없음,3,냉면,3500
8678,국수회관,1,한식,서울특별시 관악구 신림로 277 (신림동) 우창빌딩,없음,3,잔치국수,2500
8678,국수회관,1,한식,서울특별시 관악구 신림로 277 (신림동) 우창빌딩,없음,3,칼국수,3000
8679,모리모리,3,경양식일식,서울특별시 용산구 한강대로 281 (갈월동),702-1441,3,돈까스,7000
8679,모리모리,3,경양식일식,서울특별시 용산구 한강대로 281 (갈월동),702-1441,3,된장찌개,6000
8679,모리모리,3,경양식일식,서울특별시 용산구 한강대로 281 (갈월동),702-1441,3,김치찌개,6000
8680,풍년숯불갈비,1,한식,서울특별시 용산구 새창로 130 (원효로2가),719-6530,3,된장찌개,5000
8680,풍년숯불갈비,1,한식,서울특별시 용산구 새창로 130 (원효로2가),719-6530,3,삼겹살,11000
8680,풍년숯불갈비,1,한식,서울특별시 용산구 새창로 130 (원효로2가),719-6530,3,돼지갈비,11000
8681,흑돈연가,1,한식,서울특별시 용산구 한강대로76길 11-2 (남영동),797-8060,3,순두부찌개,5000
8681,흑돈연가,1,한식,서울특별시 용산구 한강대로76길 11-2 (남영동),797-8060,3,냉면,5000
8682,횡성한우목장,1,한식,서울특별시 용산구 효창원로48길 6 (용문동),716-8592,3,냉면,6000
8682,횡성한우목장,1,한식,서울특별시 용산구 효창원로48길 6 (용문동),716-8592,3,갈비탕(특),8000
8682,횡성한우목장,1,한식,서울특별시 용산구 효창원로48길 6 (용문동),716-8592,3,삼겹살,10000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,김치찌개,6000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,돼지갈비(300g),12000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,된장찌개,6000
8686,한일각,2,중식,서울특별시 용산구 보광로 21-1 (보광동),796-2557,3,짬뽕,4000
8686,한일각,2,중식,서울특별시 용산구 보광로 21-1 (보광동),796-2557,3,짜장,3000
8687,남영골,1,한식,서울특별시 용산구 한강대로77길 8 (갈월동),704-4745,3,버섯불고기,9000
8687,남영골,1,한식,서울특별시 용산구 한강대로77길 8 (갈월동),704-4745,3,돼지갈비,10000
8687,남영골,1,한식,서울특별시 용산구 한강대로77길 8 (갈월동),704-4745,3,차돌된장찌개,6000
8689,산골녹차냉면,1,한식,서울특별시 용산구 효창원로 147 (효창동),716-1988,3,돈까스,6500
8689,산골녹차냉면,1,한식,서울특별시 용산구 효창원로 147 (효창동),716-1988,3,생선까스,6500
8689,산골녹차냉면,1,한식,서울특별시 용산구 효창원로 147 (효창동),716-1988,3,냉면,6000
8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로23나길 32 (북가좌동),309-8264,2,냉면(물),5000
8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로23나길 32 (북가좌동),309-8264,2,돼지갈비(300g 국내산),10000
8695,풍년갈비,1,한식,서울특별시 서대문구 통일로 495 (홍은동),3216-1903,2,삼겹살(200g 칠레산),10000
8695,풍년갈비,1,한식,서울특별시 서대문구 통일로 495 (홍은동),3216-1903,2,돼지갈비(200g 멕시코캐나다산),10000
8697,학생회관분식,1,한식,서울특별시 강동구 구천면로 404 (천호동) 11호,02-486-4062,7,제육덮밥,5000
8697,학생회관분식,1,한식,서울특별시 강동구 구천면로 404 (천호동) 11호,02-486-4062,7,물냉면,4500
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,된장찌개,5000
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,냉면,5000
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,제육볶음,8000
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,돼지양념갈비,12000
8707,미각,1,한식,서울특별시 서초구 반포대로28길 8 (서초동),02-585-9095,2,된장찌개,5000
